note_str,pitch,instrument_family_str
keyboard_electronic_022-069-075,69,keyboard
keyboard_electronic_077-067-025,67,keyboard
organ_electronic_051-024-100,24,organ
mallet_acoustic_079-104-050,104,mallet
keyboard_acoustic_014-039-100,39,keyboard
bass_synthetic_103-041-050,41,bass
synth_lead_synthetic_004-068-025,68,synth_lead
bass_synthetic_035-061-075,61,bass
vocal_synthetic_010-067-100,67,vocal
keyboard_electronic_076-056-127,56,keyboard
mallet_synthetic_000-061-127,61,mallet
organ_electronic_004-071-025,71,organ
organ_electronic_004-041-050,41,organ
keyboard_electronic_090-088-127,88,keyboard
keyboard_acoustic_002-035-127,35,keyboard
reed_acoustic_021-056-075,56,reed
organ_electronic_087-046-025,46,organ
bass_synthetic_076-089-050,89,bass
string_acoustic_030-052-075,52,string
organ_electronic_027-065-025,65,organ
reed_acoustic_004-061-075,61,reed
brass_acoustic_060-064-100,64,brass
bass_synthetic_139-087-050,87,bass
mallet_acoustic_005-053-025,53,mallet
keyboard_electronic_021-093-050,93,keyboard
bass_synthetic_069-051-050,51,bass
string_acoustic_073-029-050,29,string
organ_electronic_049-064-075,64,organ
mallet_acoustic_065-072-075,72,mallet
string_acoustic_031-040-127,40,string
bass_synthetic_121-064-025,64,bass
keyboard_electronic_010-085-075,85,keyboard
keyboard_electronic_055-058-127,58,keyboard
keyboard_electronic_082-041-025,41,keyboard
guitar_electronic_032-032-127,32,guitar
mallet_acoustic_001-096-025,96,mallet
bass_synthetic_006-077-050,77,bass
vocal_synthetic_006-047-127,47,vocal
keyboard_electronic_072-105-050,105,keyboard
mallet_electronic_007-075-127,75,mallet
keyboard_synthetic_008-069-100,69,keyboard
mallet_electronic_003-076-100,76,mallet
guitar_synthetic_009-030-050,30,guitar
bass_synthetic_096-063-025,63,bass
vocal_synthetic_012-087-100,87,vocal
guitar_electronic_043-031-025,31,guitar
string_acoustic_036-066-025,66,string
bass_synthetic_046-038-127,38,bass
keyboard_synthetic_002-037-100,37,keyboard
keyboard_electronic_062-066-100,66,keyboard
keyboard_acoustic_011-078-100,78,keyboard
bass_synthetic_086-061-127,61,bass
bass_synthetic_123-053-050,53,bass
guitar_acoustic_005-071-100,71,guitar
organ_electronic_004-044-075,44,organ
bass_synthetic_015-054-050,54,bass
organ_electronic_071-055-050,55,organ
keyboard_electronic_046-095-100,95,keyboard
keyboard_electronic_057-022-050,22,keyboard
mallet_acoustic_008-063-127,63,mallet
bass_electronic_038-052-075,52,bass
guitar_electronic_018-084-075,84,guitar
string_acoustic_030-060-025,60,string
string_electronic_001-058-127,58,string
organ_electronic_027-044-100,44,organ
keyboard_acoustic_018-036-100,36,keyboard
bass_synthetic_089-025-100,25,bass
mallet_electronic_004-101-075,101,mallet
keyboard_electronic_041-056-100,56,keyboard
keyboard_electronic_093-087-127,87,keyboard
keyboard_synthetic_003-054-050,54,keyboard
flute_acoustic_021-073-025,73,flute
string_acoustic_084-071-075,71,string
guitar_electronic_005-035-075,35,guitar
organ_electronic_074-084-100,84,organ
keyboard_electronic_027-024-050,24,keyboard
synth_lead_synthetic_005-039-075,39,synth_lead
organ_electronic_045-067-075,67,organ
organ_electronic_024-066-127,66,organ
guitar_acoustic_001-108-100,108,guitar
brass_acoustic_054-057-100,57,brass
keyboard_electronic_065-047-025,47,keyboard
bass_synthetic_052-053-100,53,bass
string_acoustic_061-048-050,48,string
string_acoustic_040-080-050,80,string
brass_acoustic_013-064-050,64,brass
flute_acoustic_009-055-075,55,flute
brass_acoustic_052-081-025,81,brass
organ_electronic_046-083-050,83,organ
bass_electronic_015-065-075,65,bass
bass_synthetic_076-052-050,52,bass
keyboard_acoustic_018-038-100,38,keyboard
guitar_acoustic_005-079-075,79,guitar
bass_synthetic_114-071-100,71,bass
organ_electronic_087-066-075,66,organ
string_acoustic_079-056-050,56,string
keyboard_acoustic_009-103-025,103,keyboard
guitar_electronic_029-043-100,43,guitar
mallet_acoustic_018-075-075,75,mallet
bass_synthetic_050-044-127,44,bass
bass_synthetic_022-051-127,51,bass
reed_acoustic_058-065-050,65,reed
string_acoustic_037-028-100,28,string
bass_synthetic_020-094-100,94,bass
guitar_synthetic_010-091-100,91,guitar
guitar_acoustic_029-062-050,62,guitar
organ_electronic_087-065-075,65,organ
organ_electronic_018-078-127,78,organ
keyboard_electronic_057-046-127,46,keyboard
mallet_acoustic_050-057-075,57,mallet
mallet_acoustic_049-058-075,58,mallet
bass_synthetic_002-085-025,85,bass
bass_electronic_026-039-127,39,bass
reed_acoustic_016-035-075,35,reed
organ_electronic_078-038-025,38,organ
bass_synthetic_048-099-075,99,bass
brass_acoustic_009-054-050,54,brass
bass_synthetic_115-035-075,35,bass
bass_synthetic_085-051-025,51,bass
organ_electronic_037-039-127,39,organ
bass_electronic_022-046-050,46,bass
reed_acoustic_006-065-100,65,reed
bass_synthetic_048-055-100,55,bass
synth_lead_synthetic_004-049-100,49,synth_lead
reed_acoustic_041-063-100,63,reed
brass_acoustic_013-061-075,61,brass
bass_synthetic_101-040-075,40,bass
mallet_acoustic_050-072-127,72,mallet
mallet_acoustic_042-060-025,60,mallet
mallet_acoustic_048-092-050,92,mallet
reed_acoustic_041-077-100,77,reed
bass_synthetic_014-038-050,38,bass
mallet_synthetic_001-091-100,91,mallet
reed_acoustic_045-064-050,64,reed
bass_synthetic_047-078-127,78,bass
keyboard_electronic_030-064-127,64,keyboard
keyboard_electronic_048-088-127,88,keyboard
bass_synthetic_061-107-050,107,bass
guitar_electronic_021-055-127,55,guitar
bass_synthetic_081-083-127,83,bass
string_acoustic_064-069-050,69,string
keyboard_electronic_101-040-100,40,keyboard
guitar_synthetic_004-108-075,108,guitar
brass_acoustic_049-059-050,59,brass
mallet_electronic_009-093-075,93,mallet
bass_synthetic_062-049-075,49,bass
keyboard_electronic_105-071-100,71,keyboard
bass_synthetic_103-078-100,78,bass
guitar_electronic_016-063-050,63,guitar
synth_lead_synthetic_001-076-075,76,synth_lead
bass_synthetic_099-040-050,40,bass
keyboard_electronic_022-072-050,72,keyboard
bass_synthetic_110-054-025,54,bass
brass_acoustic_064-043-025,43,brass
keyboard_electronic_094-073-025,73,keyboard
brass_acoustic_036-076-025,76,brass
bass_synthetic_094-056-050,56,bass
bass_synthetic_152-055-127,55,bass
guitar_electronic_007-104-025,104,guitar
mallet_acoustic_038-043-100,43,mallet
vocal_synthetic_001-082-025,82,vocal
string_acoustic_043-055-075,55,string
mallet_acoustic_030-026-100,26,mallet
keyboard_electronic_017-055-075,55,keyboard
guitar_electronic_005-044-100,44,guitar
string_acoustic_009-083-100,83,string
guitar_acoustic_024-071-025,71,guitar
organ_electronic_018-024-025,24,organ
organ_electronic_044-024-050,24,organ
reed_acoustic_054-055-075,55,reed
string_acoustic_064-043-127,43,string
flute_acoustic_033-077-025,77,flute
mallet_electronic_008-062-050,62,mallet
string_acoustic_036-086-127,86,string
keyboard_synthetic_010-059-127,59,keyboard
keyboard_electronic_024-056-127,56,keyboard
guitar_acoustic_005-035-127,35,guitar
keyboard_electronic_087-070-050,70,keyboard
keyboard_electronic_085-031-100,31,keyboard
bass_synthetic_023-050-050,50,bass
mallet_acoustic_031-077-075,77,mallet
brass_acoustic_001-032-025,32,brass
keyboard_electronic_045-087-075,87,keyboard
guitar_acoustic_011-108-025,108,guitar
guitar_synthetic_007-084-025,84,guitar
vocal_synthetic_007-107-050,107,vocal
string_acoustic_054-064-100,64,string
string_acoustic_029-096-075,96,string
reed_acoustic_053-077-127,77,reed
keyboard_electronic_100-083-100,83,keyboard
vocal_synthetic_011-090-127,90,vocal
bass_synthetic_140-092-127,92,bass
organ_electronic_033-068-100,68,organ
mallet_electronic_007-099-127,99,mallet
keyboard_electronic_024-049-100,49,keyboard
keyboard_electronic_094-076-025,76,keyboard
organ_electronic_094-054-050,54,organ
bass_synthetic_130-099-025,99,bass
mallet_acoustic_032-066-127,66,mallet
organ_electronic_103-074-025,74,organ
brass_acoustic_041-081-025,81,brass
bass_synthetic_101-104-050,104,bass
mallet_acoustic_004-075-127,75,mallet
guitar_synthetic_006-025-100,25,guitar
organ_electronic_114-083-100,83,organ
mallet_acoustic_033-042-025,42,mallet
mallet_acoustic_022-045-075,45,mallet
string_acoustic_025-055-075,55,string
keyboard_electronic_047-097-025,97,keyboard
flute_acoustic_027-025-075,25,flute
bass_synthetic_080-084-127,84,bass
guitar_acoustic_034-025-075,25,guitar
organ_electronic_073-066-075,66,organ
bass_synthetic_007-102-075,102,bass
string_acoustic_062-057-050,57,string
bass_synthetic_132-097-075,97,bass
guitar_electronic_017-107-025,107,guitar
mallet_acoustic_049-070-075,70,mallet
string_acoustic_083-067-050,67,string
keyboard_electronic_072-056-075,56,keyboard
mallet_acoustic_017-028-127,28,mallet
bass_synthetic_139-023-100,23,bass
bass_synthetic_028-071-127,71,bass
guitar_acoustic_009-075-075,75,guitar
keyboard_synthetic_005-062-025,62,keyboard
keyboard_acoustic_013-069-075,69,keyboard
bass_electronic_011-044-127,44,bass
bass_synthetic_054-060-050,60,bass
string_acoustic_055-094-075,94,string
string_acoustic_074-078-075,78,string
string_acoustic_066-083-127,83,string
organ_electronic_098-027-025,27,organ
organ_electronic_011-060-100,60,organ
guitar_electronic_037-104-025,104,guitar
keyboard_electronic_096-036-127,36,keyboard
bass_synthetic_031-079-025,79,bass
bass_synthetic_001-039-050,39,bass
mallet_acoustic_049-073-050,73,mallet
synth_lead_synthetic_000-044-050,44,synth_lead
bass_electronic_013-046-075,46,bass
bass_synthetic_038-087-100,87,bass
bass_synthetic_070-081-075,81,bass
string_acoustic_011-087-075,87,string
bass_synthetic_055-049-127,49,bass
organ_electronic_102-055-050,55,organ
bass_synthetic_120-103-050,103,bass
guitar_acoustic_001-089-050,89,guitar
keyboard_electronic_055-083-100,83,keyboard
organ_electronic_078-037-127,37,organ
brass_acoustic_043-041-050,41,brass
mallet_acoustic_041-077-127,77,mallet
reed_acoustic_005-053-025,53,reed
bass_synthetic_130-108-127,108,bass
bass_synthetic_124-061-100,61,bass
mallet_acoustic_016-053-050,53,mallet
mallet_acoustic_055-045-127,45,mallet
vocal_acoustic_010-053-100,53,vocal
vocal_synthetic_001-087-025,87,vocal
mallet_acoustic_049-075-050,75,mallet
brass_acoustic_057-067-050,67,brass
bass_synthetic_121-087-075,87,bass
organ_electronic_033-035-100,35,organ
keyboard_electronic_006-038-050,38,keyboard
mallet_acoustic_009-057-100,57,mallet
organ_electronic_114-067-127,67,organ
guitar_electronic_006-084-100,84,guitar
string_acoustic_079-046-025,46,string
bass_synthetic_050-039-075,39,bass
synth_lead_synthetic_004-087-025,87,synth_lead
organ_electronic_011-045-100,45,organ
string_acoustic_029-060-075,60,string
reed_acoustic_010-056-100,56,reed
bass_synthetic_085-079-100,79,bass
bass_electronic_022-058-025,58,bass
keyboard_electronic_037-040-100,40,keyboard
organ_electronic_033-049-050,49,organ
mallet_acoustic_076-101-025,101,mallet
keyboard_acoustic_001-090-127,90,keyboard
bass_synthetic_046-096-050,96,bass
mallet_acoustic_040-047-127,47,mallet
bass_synthetic_145-044-127,44,bass
bass_synthetic_030-021-050,21,bass
synth_lead_synthetic_010-041-050,41,synth_lead
keyboard_electronic_064-097-127,97,keyboard
bass_synthetic_004-094-050,94,bass
brass_acoustic_005-054-025,54,brass
bass_electronic_037-049-025,49,bass
keyboard_synthetic_002-079-050,79,keyboard
keyboard_acoustic_017-024-025,24,keyboard
bass_synthetic_059-035-075,35,bass
mallet_acoustic_054-079-050,79,mallet
string_acoustic_060-038-025,38,string
bass_synthetic_062-039-075,39,bass
mallet_acoustic_054-059-050,59,mallet
keyboard_electronic_073-052-100,52,keyboard
bass_synthetic_019-054-100,54,bass
guitar_synthetic_007-043-025,43,guitar
bass_synthetic_026-027-127,27,bass
organ_acoustic_000-045-127,45,organ
reed_acoustic_020-077-127,77,reed
bass_synthetic_127-038-075,38,bass
string_acoustic_000-042-100,42,string
bass_synthetic_059-036-075,36,bass
string_acoustic_023-057-075,57,string
organ_electronic_103-046-025,46,organ
mallet_electronic_010-051-127,51,mallet
bass_synthetic_010-064-050,64,bass
reed_acoustic_040-034-127,34,reed
organ_electronic_049-096-100,96,organ
bass_synthetic_102-067-025,67,bass
bass_synthetic_096-042-100,42,bass
keyboard_electronic_059-041-075,41,keyboard
guitar_acoustic_018-091-100,91,guitar
bass_synthetic_138-078-100,78,bass
keyboard_electronic_048-071-127,71,keyboard
mallet_acoustic_019-058-100,58,mallet
bass_synthetic_022-040-025,40,bass
keyboard_electronic_105-065-025,65,keyboard
flute_acoustic_007-096-127,96,flute
bass_synthetic_038-050-050,50,bass
string_acoustic_088-066-075,66,string
brass_acoustic_025-074-127,74,brass
organ_electronic_110-083-127,83,organ
keyboard_synthetic_001-075-127,75,keyboard
reed_acoustic_045-090-050,90,reed
mallet_acoustic_011-062-025,62,mallet
mallet_acoustic_003-092-127,92,mallet
mallet_acoustic_013-092-100,92,mallet
keyboard_electronic_107-073-025,73,keyboard
keyboard_acoustic_017-021-025,21,keyboard
bass_synthetic_126-042-075,42,bass
mallet_acoustic_043-064-127,64,mallet
vocal_synthetic_013-056-050,56,vocal
keyboard_electronic_102-049-075,49,keyboard
organ_electronic_074-077-025,77,organ
bass_synthetic_128-024-100,24,bass
keyboard_acoustic_007-039-050,39,keyboard
mallet_acoustic_007-057-025,57,mallet
synth_lead_synthetic_003-062-127,62,synth_lead
organ_electronic_021-070-025,70,organ
vocal_acoustic_012-050-127,50,vocal
bass_synthetic_012-104-100,104,bass
bass_synthetic_065-075-075,75,bass
keyboard_electronic_020-058-025,58,keyboard
mallet_acoustic_057-059-050,59,mallet
keyboard_electronic_084-056-075,56,keyboard
organ_electronic_036-057-050,57,organ
organ_electronic_059-076-025,76,organ
flute_acoustic_012-074-025,74,flute
organ_electronic_077-099-050,99,organ
keyboard_synthetic_001-085-025,85,keyboard
brass_acoustic_013-056-100,56,brass
keyboard_electronic_041-049-025,49,keyboard
guitar_electronic_024-057-050,57,guitar
reed_acoustic_056-069-025,69,reed
keyboard_synthetic_010-082-127,82,keyboard
guitar_electronic_036-023-025,23,guitar
bass_synthetic_002-079-075,79,bass
organ_electronic_106-028-075,28,organ
guitar_synthetic_010-074-127,74,guitar
keyboard_electronic_107-079-100,79,keyboard
bass_synthetic_120-108-127,108,bass
bass_synthetic_067-086-075,86,bass
brass_acoustic_023-042-100,42,brass
bass_electronic_033-035-050,35,bass
organ_electronic_011-028-025,28,organ
bass_synthetic_114-066-025,66,bass
guitar_electronic_034-049-127,49,guitar
brass_acoustic_021-077-100,77,brass
brass_acoustic_010-041-127,41,brass
guitar_acoustic_012-095-100,95,guitar
bass_synthetic_023-073-127,73,bass
bass_synthetic_132-091-127,91,bass
organ_electronic_006-053-025,53,organ
vocal_acoustic_017-049-025,49,vocal
bass_electronic_016-041-075,41,bass
bass_synthetic_001-049-025,49,bass
mallet_acoustic_036-081-025,81,mallet
keyboard_acoustic_011-069-050,69,keyboard
bass_synthetic_083-081-127,81,bass
bass_electronic_034-052-075,52,bass
reed_acoustic_004-080-100,80,reed
guitar_electronic_001-102-050,102,guitar
bass_electronic_013-033-075,33,bass
reed_acoustic_029-068-050,68,reed
keyboard_electronic_071-041-100,41,keyboard
reed_acoustic_010-087-100,87,reed
bass_synthetic_110-039-127,39,bass
string_acoustic_079-075-075,75,string
bass_synthetic_058-053-050,53,bass
keyboard_electronic_079-036-075,36,keyboard
organ_electronic_052-037-127,37,organ
guitar_synthetic_005-026-100,26,guitar
reed_synthetic_001-033-127,33,reed
keyboard_synthetic_010-049-025,49,keyboard
guitar_acoustic_003-103-075,103,guitar
bass_synthetic_004-029-100,29,bass
mallet_acoustic_007-088-100,88,mallet
reed_acoustic_049-052-050,52,reed
keyboard_electronic_084-040-075,40,keyboard
keyboard_electronic_103-062-127,62,keyboard
keyboard_electronic_000-022-025,22,keyboard
vocal_synthetic_002-071-127,71,vocal
keyboard_electronic_089-087-100,87,keyboard
bass_synthetic_005-021-075,21,bass
bass_synthetic_083-056-075,56,bass
guitar_electronic_041-040-075,40,guitar
keyboard_acoustic_016-105-050,105,keyboard
brass_acoustic_008-059-127,59,brass
string_acoustic_017-050-025,50,string
bass_synthetic_037-093-127,93,bass
organ_electronic_077-021-025,21,organ
organ_electronic_021-024-100,24,organ
synth_lead_synthetic_001-048-075,48,synth_lead
brass_acoustic_025-093-025,93,brass
keyboard_synthetic_005-056-050,56,keyboard
bass_synthetic_070-064-127,64,bass
keyboard_electronic_029-028-100,28,keyboard
bass_synthetic_078-083-127,83,bass
bass_synthetic_028-072-127,72,bass
bass_synthetic_056-022-100,22,bass
mallet_acoustic_027-074-127,74,mallet
organ_electronic_013-047-050,47,organ
bass_synthetic_047-042-127,42,bass
organ_electronic_006-043-100,43,organ
organ_electronic_080-064-075,64,organ
bass_synthetic_118-035-100,35,bass
mallet_electronic_011-022-075,22,mallet
guitar_acoustic_028-032-075,32,guitar
string_acoustic_009-060-127,60,string
mallet_acoustic_036-095-075,95,mallet
bass_synthetic_058-078-025,78,bass
mallet_electronic_012-047-127,47,mallet
flute_synthetic_002-062-025,62,flute
organ_electronic_002-055-025,55,organ
brass_acoustic_024-035-100,35,brass
organ_electronic_031-056-100,56,organ
guitar_synthetic_001-102-025,102,guitar
keyboard_electronic_080-067-075,67,keyboard
brass_acoustic_013-065-050,65,brass
mallet_acoustic_039-076-100,76,mallet
bass_synthetic_084-045-127,45,bass
reed_acoustic_061-051-025,51,reed
bass_electronic_036-028-075,28,bass
vocal_synthetic_009-025-100,25,vocal
flute_synthetic_001-024-025,24,flute
organ_electronic_000-076-025,76,organ
reed_acoustic_001-073-050,73,reed
bass_electronic_017-031-050,31,bass
guitar_acoustic_026-078-025,78,guitar
guitar_acoustic_028-033-127,33,guitar
organ_electronic_070-070-100,70,organ
organ_electronic_024-029-127,29,organ
keyboard_electronic_047-035-075,35,keyboard
keyboard_acoustic_006-074-050,74,keyboard
keyboard_electronic_065-086-050,86,keyboard
mallet_acoustic_044-047-100,47,mallet
bass_electronic_013-043-100,43,bass
keyboard_electronic_066-046-050,46,keyboard
guitar_electronic_039-081-050,81,guitar
mallet_acoustic_020-028-100,28,mallet
bass_synthetic_005-022-075,22,bass
organ_electronic_067-105-025,105,organ
guitar_acoustic_027-072-127,72,guitar
mallet_electronic_004-099-100,99,mallet
string_acoustic_010-071-127,71,string
brass_acoustic_014-067-100,67,brass
guitar_acoustic_011-090-050,90,guitar
guitar_acoustic_018-037-075,37,guitar
bass_synthetic_114-064-075,64,bass
mallet_acoustic_006-108-100,108,mallet
